id;origine;date;precision;date_brute;nature;intitule;phase;domaine_8;systeme;acteur_principal;acteur_secondaire;arene;type_acte;type_acte_2;effet_prop_monetaires;crise;crisis_no;cve;fil;source;source_graphe;acteurs_graphe;occurs_in;variantes;notes;gid;codage_statut;codage_justif;statut_ligne;acteur_principal_mode;acteur_principal_id;acteur_principal_nom
F021;figure;2013-10-02;jour;;acte;"Fermeture de ""SilkRoad"" par la justice Américaine";peche;i;bitcoin;;;;;;nd;non;;;;fig. n6 V2.8 (bin) (2013-10-02);;;;;colonnes analytiques a coder;;;;chantier;;;
G054;graphe;2013-10-02;jour;;acte;Démantèlement de Silk Road;peche;i;bitcoin;;;;;;nd;non;;;;graphe v97 (Chapitre I, section I.2);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;Silk Road;;;Fermeture de Silk Road par le FBI le 2 octobre 2013, premier démantèlement d'une infrastructure criminelle Bitcoin par les forces de l'ordre.;39fdc0aac1f74b8daad7a5227b99c8a5;;;douteuse;;;
F022;figure;2013-10-29;jour;;acte;Premier distributeur automatique de Bitcoin, par Robocoin [Canada];peche;i;bitcoin;;;;;;nd;non;;;;fig. n6 V2.8 (bin) (2013-10-29);;;;;colonnes analytiques a coder;;;;chantier;;;
F023;figure;2013-11-01;mois;;acte;Lancement de portefeuille multi-signature, par Bitgo, BitPay, Circle, Coinbase, etc.;maturation;iii;bitcoin;;;;;;nd;non;;;;fig. n6 V2.8 (bin) (2013-11-01);;;;;[jour 01 = convention mois probable de la frise] colonnes analytiques a coder;;;;chantier;;;
F024;figure;2013-11-01;mois;;acte;ASIC Antminer S1 (~180 GH/s), par Bitmain;maturation;ii;bitcoin;;;;;;nd;non;;;;fig. n6 V2.8 (bin) (2013-11-01);;;;;[jour 01 = convention mois probable de la frise] colonnes analytiques a coder;;;;chantier;;;
E049;catalogue+graphe;2013-11-19;jour;;acte;Audition au Senat americain (Bitcoin Foundation);maturation;v*;bitcoin;regulateurs_etats;communautes_forums;instances_publiques;qualification_publique;;conf_hierarchique(+);non;;;conformite;ch.I l.293;"Chapitre I ; III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres… | III.1.2 — Une remise en ordre rapide (CVE 2018) | III.3.4 — « Fork You ?! » : scission surprise fondatrice et ses enseignements";Bitcoin Foundation;Phase de maturation / Phase 3 Bitcoin [Concept];;affermissement de sa reconnaissance (texte) - effet 2 valorisation(+);1a363b7013534bfd9bd949c6d69c4a19;valide(calibrage);;douteuse;;;
F025;figure;2013-11-21;jour;;acte;"Ouverture d'un Master d'économie dédié aux CM; BTC acceptés en paiement des frais d'inscription";maturation;iv;bitcoin;;;;;;nd;non;;;;fig. n6 V2.8 (bin) (2013-11-21);;;;;colonnes analytiques a coder;;;;chantier;;;
E050;catalogue;2013-12;mois;;seuil;Cours proche de 1000 dollars;maturation;i*;bitcoin;nd;;marches_plateformes;nd;;valorisation(+);non;;;marches;ch.I l.293;;;;;;;valide(calibrage);;validee;;;
G140;graphe;2013-12;mois;;acte;HODL : naissance d'un mème et d'une pratique communautaire (décembre 2013);maturation;;bitcoin;;;;;;nd;non;;;;graphe v97 (Chapitre II);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;;Phase de péché [DevelopmentPhase];;Naissance du terme 'HODL' sur le forum Bitcointalk (décembre 2013) : faute de frappe de l'utilisateur GameKyuubi ('I AM HODLING' au lieu de 'I AM HOLDING'). Devient signe de rallie;1ec1befcb68c4886917b9b37f1ac4fed;;;chantier;;;
F026;figure;2013-12-01;mois;;acte;Portefeuille avec service d'anonymisation (mixing), par Dark Wallet;maturation;iii;bitcoin;;;;;;nd;non;;;;fig. n6 V2.8 (bin) (2013-12-01);;;;;[jour 01 = convention mois probable de la frise] colonnes analytiques a coder;;;;chantier;;;
F027;figure;2013-12-05;jour;;acte;[Chine] Communiqué de la BC Chinoise rappelant que le BTC n'a pas de statut légal de monnaie. [France] Note d'informatio;maturation;v;bitcoin;;;;;;nd;non;;;;fig. n6 V2.8 (bin) (2013-12-05);;;;;colonnes analytiques a coder;;;;chantier;;;
G147;graphe;2013-12-05;jour;;acte;Chine interdit les institutions d'utiliser Bitcoin (décembre 2013);maturation;;bitcoin;;;;;;nd;non;;;;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres… | III.1.1 — Présentation périodisée : une mise en crise longue et silencieuse (CVE 2018) | I.1 Quand Bitcoin définit son monde… : l'aloi politique d'une CM pionnière;;I.4 Conclusion du Chapitre I [ThesisSection];;La Banque Populaire de Chine interdit aux institutions financières chinoises d'utiliser Bitcoin le 5 décembre 2013, provoquant une chute de 30% du cours. Première grande interventi;3198fc1ff3d748b78f220b5699264a44;;;chantier;;;
F028;figure;2013-12-06;jour;;acte;Lancement du DogeCoin, par B. Markus et J. Palmer;maturation;vii;altcoin;;;;;;nd;non;;;;fig. n6 V2.8 (bin) (2013-12-06);;;;;colonnes analytiques a coder;;;;chantier;;;
F029;figure;2013-12-31;jour;;acte;"Service de portefeuille ""custodial"" et traitement de paiement, par BitGo";maturation;iii;bitcoin;;;;;;nd;non;;;;fig. n6 V2.8 (bin) (2013-12-31);;;;;colonnes analytiques a coder;;;;chantier;;;
E051;catalogue;2014;annee;;acte;Fixation effective du cap des 21 M (2e crise faux monnayage);maturation;vi;bitcoin;core_devs;;depots_de_code;incident;innovation_protocolaire;nd;oui;;;crises-protocolaires;ch.III l.223 + l.219;;;;;[CHANTIER: n (24 ?) a confirmer] - recensement seul;;valide(calibrage);;chantier;;;
E053;catalogue;2014;annee;;acte;Ledger apres Trezor - portefeuilles physiques;maturation;iii;bitcoin;entrepreneurs_exchanges;;entreprises_services;innovation_infrastructurelle;;conf_methodique(+);non;;;portefeuilles;ch.I l.289;;;;;des 2014 - Entretien n 8 cite par le texte;;valide(calibrage);;validee;;;
G098;graphe;2014;annee;;acte;Dark Wallet (2014);maturation;iii;bitcoin;;;;;;nd;non;;;;graphe v97 (Chapitre I);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;;Phase de péché [DevelopmentPhase];;Portefeuille sans conservation (non-custodial), open source, integre aux navigateurs, avec options de mixage. Developpe par Cody Wilson, Amir Taaki et Vitalik Buterin a destination;28ed228eed8c48fab1e63d381096e357;;;douteuse;;;
G102;graphe;2014;annee;;acte;ShapeShift (exchange non-custodial, Voorhees, 2014);maturation;i;bitcoin;;;;;;nd;non;;;;graphe v97 (Chapitre I);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;ShapeShift;Phase de maturation / Phase 3 Bitcoin [Concept];;Premiere plateforme d'echange crypto sans conservation, fondee par Eric Voorhees. Pionnier des echanges decentralises (DEX).;6c666e14270942a08b5d8908b5cd908d;;;chantier;;;
G108;graphe;2014;annee;;acte;Levee de fonds Ethereum en BTC (2014);maturation;vii;ethereum;;;;;;nd;non;;;;graphe v97 (Chapitre I);III.1.2 — Une remise en ordre rapide (CVE 2018) | III.2.1 — De la diversité des crises aux crises protocolaires des CM | III.3.1 — Une mise en crise brutale, publique et tapageuse (The DAO);;Phase de maturation / Phase 3 Bitcoin [Concept];;Ethereum finance son lancement via une ICO en BTC (2014). Les BTC sont le vehicule d'investissement de la premiere grande ICO alternative. Role d'etalon pivot des BTC.;5f06214e17074a14874220ed7195ded9;;;chantier;;;
G116;graphe;2014;annee;;acte;Op_Return War (conflit sur les usages non-monétaires de Bitcoin);maturation;vi;bitcoin;;;;;;nd;non;;;;graphe v97 (Chapitre I);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres… | III.1.1 — Présentation périodisée : une mise en crise longue et silencieuse (CVE 2018) | I.1 Quand Bitcoin définit son monde… : l'aloi politique d'une CM pionnière;;Phase de maturation / Phase 3 Bitcoin [Concept];;Conflit entre bitcoiners sur l'opcode OP_RETURN permettant d'inscrire des données arbitraires dans la blockchain Bitcoin. Débat sur les usages légitimes du protocole, cristallisati;e7825fb2b95343959119bcc866c0390f;;;chantier;;;
G125;graphe;2014;annee;;acte;CoinGecko : plateforme données cryptomarché;maturation;vi;ethereum;;;;;;nd;non;;;;graphe v97 (Chapitre I);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;;Phase de maturation / Phase 3 Bitcoin [Concept];;Plateforme données cryptomarché. Données thèse (01/09/2020) : ~6868 CM, ~383 bourses, ~400 Mds$. Bitcoin ~55%, Ethereum ~12,91%.;08a230a6d478497b8a2d0b155bc89db1;;;chantier;;;
G132;graphe;2014;annee;;acte;Doge4Water et campagnes caritatives Dogecoin (2014);maturation;;altcoin;;;;;;nd;non;;;;graphe v97 (Chapitre I);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;;Phase de péché [DevelopmentPhase];;Campagnes caritatives de la communauté Dogecoin : Kenyan Water Charity, JO Sochi (bobsleigh jamaïcain, ~50 000$), sponsoring NASCAR Josh Wise. Illustre la dimension sociale et comm;fa805d2b30894bf0a39d621406b22cbe;;;chantier;;;
G166;graphe;2014;annee;;acte;Ledger (premier hardware wallet français, 2014);maturation;iii;bitcoin;;;;;;nd;non;;;;graphe v97 (chapitre nd);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;Ledger;Phase de maturation / Phase 3 Bitcoin [Concept];;;c4f2c47e95f2452daed330139fd8691f;;;chantier;;;
G112;graphe;2014-01;mois;;acte;Incident Ghash.io : dépassement 51% (janvier 2014);maturation;;bitcoin;;;;;;nd;non;;;;graphe v97 (Chapitre I);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;Nermin Hajdarbegovic;;;En janvier 2014, le pool de minage Ghash.io dépasse brièvement 51% de la puissance de hachage totale du réseau Bitcoin. Premier test grandeur nature du risque de 51%. Résolu par re;09746caaab9347219a82b622960f3b49;;;chantier;;;
G130;graphe;2014-01;mois;;acte;Lancement de Counterparty / XCP (janvier 2014);maturation;;bitcoin;;;;;;nd;non;;;;graphe v97 (Chapitre I);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;;Phase de péché [DevelopmentPhase];;Lancement de Counterparty (Krellenstein, Slama, Dermody). Émission par proof of burn : 2 131 BTC brûlés, ~2,6 M XCP. Introduit smart contracts sur Bitcoin, premier DEX, DApps (Brok;56a70d9580224ae6b51334139b921ee0;;;chantier;;;
F030;figure;2014-01-01;mois;;seuil;La bourse CoinBase atteint 1 Millions d'utilisateurs;maturation;viii;bitcoin;nd;;marches_plateformes;nd;;nd;non;;;;fig. n6 V2.8 (bin) (2014-01-01);;;;;[jour 01 = convention mois probable de la frise] colonnes analytiques a coder;;;;chantier;;;
F031;figure;2014-01-02;jour;;acte;"Métaprotocole Counterparty et émission des UCN (XCP) via ""Proof of Burn"" ; par R. Dermody, A. Krellenstein, O. Slama";maturation;vii;altcoin;;;;;;nd;non;;;;fig. n6 V2.8 (bin) (2014-01-02);;;;;colonnes analytiques a coder;;;;chantier;;;
F032;figure;2014-01-10;jour;;acte;L'entreprise Overstock accepte les BTC.;maturation;i;bitcoin;;;;;;nd;non;;;;fig. n6 V2.8 (bin) (2014-01-10);;;;;colonnes analytiques a coder;;;;chantier;;;
F033;figure;2014-01-15;jour;;acte;"[France] Première audition au Sénat autour des ""monnaies virtuelles";maturation;v;bitcoin;;;;;;nd;non;;;;fig. n6 V2.8 (bin) (2014-01-15);;;;;colonnes analytiques a coder;;;;chantier;;;
G146;graphe;2014-01-18;jour;;acte;Lancement Darkcoin / Dash (2014);maturation;vii;altcoin;;;;;;nd;non;;;;graphe v97 (chapitre nd) + fig. n6 V2.8 (bin);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;;I.4 Conclusion du Chapitre I [ThesisSection];;Lancement de Darkcoin (renommé Dash en 2015) par Evan Duffield le 18 janvier 2014, altcoin axé sur la confidentialité via le protocole PrivateSend (CoinJoin automatisé) et InstantS;f5161f664dbd43929b59d560548ddd87;;;chantier;;;
F034;figure;2014-01-24;jour;;acte;Article de présentation d'Ethereum dans Bitcoin Magazine, par V. Buterin;maturation;vii;ethereum;;;;;;nd;non;;;;fig. n6 V2.8 (bin) (2014-01-24);;;;;colonnes analytiques a coder — acte distinct de E022 (creation/rapprochement 2011, l.391) : ici la premiere parution;;;;chantier;;;
E054;catalogue;2014-01-26;jour;;acte;Annonce publique d'Ethereum (Miami);maturation;vii;ethereum;core_devs;;evenements_conferences;innovation_protocolaire;;nd;non;;;ethereum;ch.I l.399 + fig. n6 V2.8 (bin);;;;;North American Bitcoin Conference;;valide(calibrage);;validee;;;
F035;figure;2014-01-29;jour;;acte;[France] Fixation du cadre de la vente de BTC à titre habituel sous agrément.;maturation;v;bitcoin;;;;;;nd;non;;;;fig. n6 V2.8 (bin) (2014-01-29);;;;;colonnes analytiques a coder;;;;chantier;;;
E055;catalogue+graphe;2014-02;mois;;acte;Faillite de MtGox;maturation;viii*;bitcoin;entrepreneurs_exchanges;;marches_plateformes;incident;;nd;non;;;marches;fig. n 6 + ch.I l.313;"Chapitre I / Chapitre III ; III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres…";;Phase de maturation / Phase 3 Bitcoin [Concept];;[CHANTIER: localisation texte hors fichiers autorises] - faillites et hacks en violet (l.313);63ef4f3d8f584d9b90e351ab7c7c4b39;valide(calibrage);;chantier;;;
F036;figure;2014-02-11;jour;;acte;Attaque DDOS du réseau Bitcoin et de nombreuse bourse d'échange;maturation;viii;bitcoin;;;;;;nd;non;;;;fig. n6 V2.8 (bin) (2014-02-11);;;;;colonnes analytiques a coder;;;;chantier;;;
F037;figure;2014-02-25;jour;;acte;Fermeture de la bourse d'échange MtGox, suite au vol des fonds clients;maturation;viii;bitcoin;;;;;;nd;non;;;;fig. n6 V2.8 (bin) (2014-02-25);;;;;colonnes analytiques a coder;;;;chantier;;;
G129;graphe;2014-03;mois;;acte;Bitcoin Core 0.9.0 : OP_RETURN limité à 40 octets (mars 2014);maturation;;bitcoin;;;;;;nd;non;;;;graphe v97 (Chapitre I);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres… | III.1.1 — Présentation périodisée : une mise en crise longue et silencieuse (CVE 2018) | I.1 Quand Bitcoin définit son monde… : l'aloi politique d'une CM pionnière;;Phase de péché [DevelopmentPhase];;Version Bitcoin Core (mars 2014) rendant OP_RETURN standard mais limité à 40 octets. Lutte contre le stockage de données dans l'UTXO. Rend difficile le fonctionnement de Counterpar;a1135fa80cde427d9d7ca42e4b494a04;;;chantier;;;
F038;figure;2014-03-19;jour;;acte;Modification de l'Op_Return de 80 à 40 Bytes, limite l'usage de Bitcoin par les métaprotocoles;maturation;vi;bitcoin;;;;;;nd;non;;;;fig. n6 V2.8 (bin) (2014-03-19);;;;;colonnes analytiques a coder;;;;chantier;;;
F039;figure;2014-03-25;jour;;acte;[USA] L'autorité fiscale (IRS) statue sur le BTC;maturation;v;bitcoin;;;;;;nd;non;;;;fig. n6 V2.8 (bin) (2014-03-25);;;;;colonnes analytiques a coder;;;;chantier;;;
F040;figure;2014-04-01;mois;;acte;Première carte de crédit attachée à un compte BTC, par XAPO;maturation;i;bitcoin;;;;;;nd;non;;;;fig. n6 V2.8 (bin) (2014-04-01);;;;;[jour 01 = convention mois probable de la frise] colonnes analytiques a coder;;;;chantier;;;
G007;graphe;2014-04-01;jour;;acte;BIP-0042 — Bitcoin Fixed Monetary Supply (Inflation Bug);maturation;;bitcoin;core_devs;;depots_de_code;incident;innovation_protocolaire;integrite_monnayage(+);oui;24;;crises-protocolaires;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres… | III.1.1 — Présentation périodisée : une mise en crise longue et silencieuse (CVE 2018) | I.1 Quand Bitcoin définit son monde… : l'aloi politique d'une CM pionnière;;;;;3952cb540d924df7a70f267da5d5009b;valide(lot3);"wiki des crises (ch.III l.181-249) via graphe v97 : crisisType=Faux monnayage (Inflation) ; exploited=non (corrigé avant exploitation) ; correctif protocolaire implique ; bogue decouvert/corrige par les devs (precedent E015) ; traitement en depot de code";validee;initiateur;7b29b0d2d8404396bbaa5742e07d8f21;Core Developers (Bitcoin)
F041;figure;2014-04-03;jour;;acte;Lancement de Storj, service de stockage distribué en P2P utilisant Counterparty, par S. Wilkinson;maturation;vii;altcoin;;;;;;nd;non;;;;fig. n6 V2.8 (bin) (2014-04-03);;;;;colonnes analytiques a coder;;;;chantier;;;
F042;figure;2014-05-09;jour;;acte;"Premier portefeuille Bitcoin physique, ""Trezor One par SatoshiLabs";maturation;iii;bitcoin;;;;;;nd;non;;;;fig. n6 V2.8 (bin) (2014-05-09);;;;;colonnes analytiques a coder;;;;chantier;;;
G149;graphe;2014-05-13;jour;;acte;BitGo lève 12 millions $ (portefeuille multi-sig, 2014);maturation;viii;bitcoin;;;;;;nd;non;;;;graphe v97 (chapitre nd) + fig. n6 V2.8 (bin);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;;I.4 Conclusion du Chapitre I [ThesisSection];;BitGo, spécialiste des portefeuilles multi-signatures pour entreprises, lève 12 millions de dollars en mai 2014. Signal du capital-risque institutionnel dans l'infrastructure Bitco;fcddab6ea50c4380a94c2d5dc8b00480;;;chantier;;;
F043;figure;2014-06-13;jour;;acte;La pool de mineur Ghash.io rassemble 51% de la puissance du réseau;maturation;ii;bitcoin;;;;;;nd;non;;;;fig. n6 V2.8 (bin) (2014-06-13);;;;;colonnes analytiques a coder;;;;chantier;;;
G032;graphe;2014-04-07;jour;;acte;CVE-2014-0160 — Remote memory leak via payment protocol (Heartbleed);maturation;;bitcoin;core_devs;;depots_de_code;incident;innovation_protocolaire;nd;oui;25;CVE-2014-0160;crises-protocolaires;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres…;;;;"date corrigee sous l arbitrage v112 (Heartbleed = 2014-04-07 ; le 04/07 etait la seule lecture MM/JJ du graphe) — lot 3";ca278d213d804294a2c5a672d52808e4;propose(lot1);"wiki des crises (ch.III l.181-249) via graphe v97 : crisisType=Inconnue (Unknown) ; exploited=inconnu ; correctif protocolaire implique ; bogue decouvert/corrige par les devs (precedent E015) ; traitement en depot de code";chantier;systeme_protocole;d35d720e1fa24d9fbe665a90ac0abc73;protocole Bitcoin
G148;graphe;2014-07-11;jour;;acte;France rapport TraFin et régime fiscal du Bitcoin (2014);maturation;v;bitcoin;;;;;;nd;non;;;;graphe v97 (chapitre nd) + fig. n6 V2.8 (bin);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres… | III.1.1 — Présentation périodisée : une mise en crise longue et silencieuse (CVE 2018) | I.1 Quand Bitcoin définit son monde… : l'aloi politique d'une CM pionnière;;I.4 Conclusion du Chapitre I [ThesisSection];;Publication en France du rapport sur le régime fiscal des bitcoins et du rapport TraFin (Tracfin), établissant le cadre juridique et fiscal français des cryptomonnaies, les traitan;d7fdcd25ac024e799bbaa6c9bda0a607;;;chantier;;;
E056;catalogue+graphe;2014-07-22;jour;;acte;Ether Genesis Sale (42 jours - 31725 BTC);maturation;vii;ethereum;core_devs;;marches_plateformes;financiarisation;;nd;non;;;ico;ch.I l.399;III.1.2 — Une remise en ordre rapide (CVE 2018) | III.2.1 — De la diversité des crises aux crises protocolaires des CM | III.3.1 — Une mise en crise brutale, publique et tapageuse (The DAO);;;;prevente en BTC sous egide de la Fondation Ethereum (Zoug);d0f3f4e1a1796c486a136d142127c321;valide(calibrage);;validee;;;
F044;figure;2014-07-22;jour;;acte;ICO d'Ethereum, échange de BTC contre de futures UCN ETH;maturation;vii;ethereum;;;;;;nd;non;;;;fig. n6 V2.8 (bin) (2014-07-22);;;;;colonnes analytiques a coder;;;;chantier;;;
F045;figure;2014-07-23;jour;;acte;"[France] Rapport de la Commission des Finance sur les ""monnaies virtuelles";maturation;v;bitcoin;;;;;;nd;non;;;;fig. n6 V2.8 (bin) (2014-07-23);;;;;colonnes analytiques a coder;;;;chantier;;;
G152;graphe;2014-09-08;jour;;acte;eBay / PayPal intègre Bitcoin (2014-2015);maturation;;bitcoin;;;;;;nd;non;;;;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres… | III.1.1 — Présentation périodisée : une mise en crise longue et silencieuse (CVE 2018) | I.1 Quand Bitcoin définit son monde… : l'aloi politique d'une CM pionnière;;I.4 Conclusion du Chapitre I [ThesisSection];;PayPal (filiale d'eBay) annonce un partenariat avec des processeurs de paiement Bitcoin (BitPay, Coinbase, GoCoin) en septembre 2014 pour les marchands numériques, signal d'adoptio;3dd742f499c64c5ba60e874c0435e859;;;chantier;;;
F046;figure;2014-10-01;mois;;acte;"ASIC ""Antminer S4"" (~2 TH/s), par Bitmain";maturation;ii;bitcoin;;;;;;nd;non;;;;fig. n6 V2.8 (bin) (2014-10-01);;;;;[jour 01 = convention mois probable de la frise] colonnes analytiques a coder;;;;chantier;;;
E052;catalogue+graphe;2014-10-06;jour;;acte;Tether (USDT) - premier stablecoin dollar via Omni;maturation;vii;altcoin;entrepreneurs_exchanges;;marches_plateformes;financiarisation;;nd;non;;;stablecoins;ch.I l.373 + l.289 + n.87 l.633 + fig. n6 V2.8 (bin);"Chapitre I ; I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs";Mastercoin;Phase de maturation / Phase 3 Bitcoin [Concept];;[date fixee par fig. n6 V2.8 (bin)] - dollarisation de Bitcoin (Koning 2015);364977fb9ed943a2bac1688d22ffe1c5;valide(calibrage);;validee;;;
G151;graphe;2014-11-07;jour;;acte;France audition Commission des Finances sur les cryptomonnaies (2015);maturation;;bitcoin;;;;;;nd;non;;;;graphe v97 (chapitre nd);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;;I.4 Conclusion du Chapitre I [ThesisSection];;Audition par la Commission des Finances de l'Assemblée nationale française sur les monnaies virtuelles (2014-2015), étape du processus de cadrage réglementaire français des cryptom;544943d3d87a4c898c5e706622b2df97;;;chantier;;;
E057;catalogue;2014-11-24;jour;;acte;Devcon-0 (Berlin);maturation;vii;ethereum;core_devs;;evenements_conferences;innovation_infrastructurelle;;nd;non;;;ethereum;ch.I l.399;;;;;;;valide(calibrage);;validee;;;
G150;graphe;2014-12-01;jour;;acte;ASIC Antminer S5 (1 TH/s) par Bitmain (2014);maturation;ii;bitcoin;;;;;;nd;non;;;;graphe v97 (chapitre nd) + fig. n6 V2.8 (bin);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;;I.4 Conclusion du Chapitre I [ThesisSection];;Commercialisation de l'Antminer S5 par Bitmain fin 2014 (1 TH/s, 590W), symbolisant la maturation industrielle du minage Bitcoin et la concentration croissante du hashrate entre le;d02f0c0a011a4ca09cf826f684f10222;;;chantier;;;
E058;catalogue;2015;annee;;acte;NYSE publie des cotations;maturation;i*;bitcoin;institutions_financieres;;marches_plateformes;financiarisation;;nd;non;;;financiarisation;ch.I l.289;;;;;;;valide(calibrage);;validee;;;
E059;catalogue;2015;annee;;acte;Levee record Coinbase (75 M dollars);maturation;i*;bitcoin;institutions_financieres;entrepreneurs_exchanges;marches_plateformes;financiarisation;;nd;non;;;financiarisation;ch.I n.90 l.639;;;;;;;valide(calibrage);;validee;;;
E060;catalogue;2015;annee;;acte;Pivot blockchain sans les UCN (acteurs financiers et medias);maturation;iv*;transversal;institutions_financieres;medias_connaissance;presse_medias;qualification_publique;;nd;non;;;mediatisation;ch.I l.289;;;;;disqualification des UCN - annee charniere (texte);;valide(calibrage);;validee;;;
G002;graphe;2015;annee;;acte;Bitcoin Scaling Debate;maturation;;bitcoin;;;;;;nd;oui;;;;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres… | III.1.1 — Présentation périodisée : une mise en crise longue et silencieuse (CVE 2018) | I.1 Quand Bitcoin définit son monde… : l'aloi politique d'une CM pionnière;;;Scaling Debate;;e3742113c4674c52930e54ff203f0ac6;;;chantier;;;
G110;graphe;2015;annee;;acte;Coinbase : croissance et levee de fonds 75M$ (2015);maturation;i;bitcoin;;;;;;nd;non;;;;graphe v97 (Chapitre I);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;Coinbase;Phase de maturation / Phase 3 Bitcoin [Concept];;Coinbase s'impose comme principale plateforme d'echange. Levee de fonds record de 75M$ (2015). Indicateur off-chain de la croissance Bitcoin (comptes utilisateurs, Annexe n°2).;7cda4562e3ee4e9c8bf969bdf639994a;;;chantier;;;
G133;graphe;2015;annee;;acte;Lancement de Tether / USDT via Mastercoin/Omni (2015);maturation;;ethereum;;;;;;nd;non;;;;graphe v97 (Chapitre I);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;Mastercoin;Phase de maturation / Phase 3 Bitcoin [Concept];;Premier stablecoin adossé au dollar, émis via Mastercoin/Omni. Amorce la 'dollarisation de Bitcoin' : la majorité des volumes libellée en USDT et non BTC (Jp Koning 2015).;dbf09eba683d492da97f27513d7a4752;;;chantier;;;
G134;graphe;2015;annee;;acte;Bitcoin XT : fork Big Blockers (2015);maturation;;bitcoin;;;;;;nd;non;;;;graphe v97 (Chapitre II);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres… | III.1.1 — Présentation périodisée : une mise en crise longue et silencieuse (CVE 2018) | I.1 Quand Bitcoin définit son monde… : l'aloi politique d'une CM pionnière;Gavin Andresen | Mike Hearn;Phase de péché [DevelopmentPhase];;Fork de Bitcoin proposé par Gavin Andresen et Mike Hearn en 2015. Augmentation de la taille des blocs dans le cadre du Scaling Debate. Échoue par manque de soutien de la communauté;b3d5131dbe224d39bf4527581dd095c9;;;chantier;;;
G165;graphe;2015;annee;;acte;NYSE publie données de prix Bitcoin (2015);maturation;i;bitcoin;;;;;;nd;non;;;;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres… | III.1.2 — Une remise en ordre rapide (CVE 2018) | III.3.4 — « Fork You ?! » : scission surprise fondatrice et ses enseignements;;Phase de maturation / Phase 3 Bitcoin [Concept];;;60fec4fa361140efbaa72b212c415e9f;;;chantier;;;
F047;figure;2015-01-01;mois;;seuil;CoinBase atteint 2 Millions d'utilisateurs;maturation;viii;bitcoin;nd;;marches_plateformes;nd;;nd;non;;;;fig. n6 V2.8 (bin) (2015-01-01);;;;;[jour 01 = convention mois probable de la frise] colonnes analytiques a coder;;;;chantier;;;
F048;figure;2015-01-05;jour;;acte;La bourse d'échange Bitstamp se fait voler 18 864 BTC;maturation;viii;bitcoin;;;;;;nd;non;;;;fig. n6 V2.8 (bin) (2015-01-05);;;;;colonnes analytiques a coder;;;;chantier;;;
F049;figure;2015-01-21;jour;;seuil;Coinbase lève 75 Millions de $, (valorisation à 490 Millions);maturation;viii;bitcoin;nd;;marches_plateformes;nd;;nd;non;;;;fig. n6 V2.8 (bin) (2015-01-21);;;;;colonnes analytiques a coder;;;;chantier;;;
F050;figure;2015-02-01;mois;;acte;"[UE] Second rapport de la BCE sur les ""Virtual Currency Scheme";maturation;v;bitcoin;;;;;;nd;non;;;;fig. n6 V2.8 (bin) (2015-02-01);;;;;[jour 01 = convention mois probable de la frise] colonnes analytiques a coder;;;;chantier;;;
F051;figure;2015-02-19;jour;;seuil;L'entreprise de portefeuille physique Ledger lève 1,3 Millions d'euro;maturation;viii;bitcoin;nd;;marches_plateformes;nd;;nd;non;;;;fig. n6 V2.8 (bin) (2015-02-19);;;;;colonnes analytiques a coder;;;;chantier;;;
E061;catalogue;2015-05-09;jour;;acte;Testnet Olympic (9e iteration);maturation;vii;ethereum;core_devs;;depots_de_code;innovation_protocolaire;;nd;non;;;ethereum;ch.I l.399;;;;;;;valide(calibrage);;validee;;;
