id;origine;date;precision;date_brute;nature;intitule;phase;domaine_8;systeme;acteur_principal;acteur_secondaire;arene;type_acte;type_acte_2;effet_prop_monetaires;crise;crisis_no;cve;fil;source;source_graphe;acteurs_graphe;occurs_in;variantes;notes;gid
E064;catalogue+graphe;2016-05;mois;;acte;Appel a moratoire sur The DAO (papier d'alerte);maturation;vii;ethereum;medias_connaissance;;presse_medias;qualification_publique;;nd;oui (sequence DAO);;;dao;ch.III l.553-557;III.2.1 — De la diversité des crises aux crises protocolaires des CM | III.2.3 — Des acteurs au cœur de la gouvernance sur le protocole : gouvernance de huis clos | III.3 Une gouvernance publique d’exception : le hard fork d’Ethereum consécutif à l’attaque de “The DAO”;;;;experts et chercheurs (cf. Q6) - fin mai 2016 - recensement seul;6b444dfd2cfe4786a214e3edef593d35
G153;graphe;2016-06-12;jour;;acte;ASIC Antminer S9 (14 TH/s) par Bitmain (2016);maturation;;;;;;;;nd;non;;;;graphe v97 (chapitre nd);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;;I.4 Conclusion du Chapitre I [ThesisSection];;Commercialisation de l'Antminer S9 par Bitmain en juin 2016 (14 TH/s, 1375W) : ASIC le plus efficace de son époque, dominant le minage mondial Bitcoin et consolidant la position hé;07715d5ff1d647e88fa6a2f94be1a102
E065;catalogue+graphe;2016-06-17;jour;;acte;Attaque de The DAO (drainage des fonds);maturation;vii;ethereum;nd;;on_chain;incident;;nd;oui;;;dao;ch.III l.561 + l.565;III.2.1 — De la diversité des crises aux crises protocolaires des CM | III.2.3 — Des acteurs au cœur de la gouvernance sur le protocole : gouvernance de huis clos | III.3 Une gouvernance publique d’exception : le hard fork d’Ethereum consécutif à l’attaque de “The DAO”;;;;attaquant anonyme hors typologie - recensement seul (SASE);c4eab4f4b3f54162b2404b3da684b840
E067;catalogue+graphe;2016-07;mois;;acte;Hard Fork d'Ethereum (restitution des fonds);maturation;vii;ethereum;core_devs;communautes_forums;on_chain;innovation_protocolaire;;nd;oui;;;dao;ch.III section III.3 (l.657-731);III.1.2 — Une remise en ordre rapide (CVE 2018) | III.2.1 — De la diversité des crises aux crises protocolaires des CM | III.3.1 — Une mise en crise brutale, publique et tapageuse (The DAO);;Sphère d’usage [InfrastructureDomain];;[CHANTIER: date exacte a relever] - entre le 10 et le 22 juillet (l.733 l.735) - recensement seul;e2cdb978bbdd4119aa946a271051a753
G155;graphe;2016-07-01;jour;;acte;Lancement bourse d'échange Bitcoin en Inde (2016);maturation;;;;;;;;nd;non;;;;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres… | III.1.1 — Présentation périodisée : une mise en crise longue et silencieuse (CVE 2018) | I.1 Quand Bitcoin définit son monde… : l'aloi politique d'une CM pionnière;;I.4 Conclusion du Chapitre I [ThesisSection];;Lancement de plateformes d'échange Bitcoin en Inde (dont Zebpay et Unocoin) en 2016, signalant l'expansion géographique de l'infrastructure d'exchange vers les marchés émergents.;55f0a933c1f6483f80adda294c744961
E066;catalogue;2016-07-10;jour;;acte;Creation du depot GitHub Ethereum Classic;maturation;vii;ethereum;communautes_forums;;depots_de_code;innovation_protocolaire;;nd;oui (sequence DAO);;;dao;ch.III l.733;;;;;cree par un anonyme - recensement seul;
E068;catalogue+graphe;2016-07-22;jour;;acte;Adoption du ticker ETC - secession Ethereum Classic;maturation;vii;ethereum;communautes_forums;entrepreneurs_exchanges;marches_plateformes;innovation_protocolaire;;nd;oui (post-fork);;;dao;ch.III l.735;III.1.2 — Une remise en ordre rapide (CVE 2018) | III.2.1 — De la diversité des crises aux crises protocolaires des CM | III.2.3 — Des acteurs au cœur de la gouvernance sur le protocole : gouvernance de huis clos;;;;recensement seul;4d915f21188945fbb8c5b856f1362640
E069;catalogue;2016-10;mois;;acte;PR 9049 (Corallo) - insemination de CVE-2018;maturation;vi;bitcoin;core_devs;;depots_de_code;innovation_protocolaire;;nd;oui (sequence CVE-2018);;;crises-protocolaires;ch.III l.87;;;;;recensement seul (analyse SASE);
G154;graphe;2016-10-06;jour;;acte;BitGo lève 49 millions $ (octobre 2016);maturation;;;;;;;;nd;non;;;;graphe v97 (chapitre nd);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;;I.4 Conclusion du Chapitre I [ThesisSection];;BitGo lève 49 millions de dollars en octobre 2016 auprès de Goldman Sachs et Craft Ventures, confirmant l'intérêt du capital institutionnel pour l'infrastructure de garde sécurisée;75ca941e17f4489fa47ced4aeafdd2f8
G037;graphe;2016-10-27;jour;;acte;CVE-2016-8889 — Debug console history storing sensitive info;maturation;;;;;;;;nd;oui;30;CVE-2016-8889;;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres…;;;;;5656bd5a2f974bbdb8d82530cdf936f3
G044;graphe;2016-10-27;jour;;acte;BIPs 141, 143 & 147 — Soft fork: SegWit;maturation;;;;;;;;nd;oui;;;;graphe v97 (chapitre nd);III.1.2 — Une remise en ordre rapide (CVE 2018) | III.2.3 — Des acteurs au cœur de la gouvernance sur le protocole : gouvernance de huis clos | III.3.3 — Gouvernance ouverte et publique pour des forks controversés;;;;;d25e5ffe06df4701bfc3755bdc9d1b31
E070;catalogue;2017;annee;;seuil;Franchissement durable des 1000 dollars (debut 2017);maturation;i*;bitcoin;nd;;marches_plateformes;nd;;valorisation(+);non;;;marches;ch.I l.293;;;;;;
E071;catalogue+graphe;2017;annee;;acte;Congestion - saturation des capacites et frais en hausse;maturation;ii*;bitcoin;communautes_forums;;on_chain;incident;;usage_paiement(-);non;;;scaling;ch.I l.293;I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;;;;usage lent et cher (texte);cd6241f420a940b6904326b1fa207646
E072;catalogue+graphe;2017;annee;;acte;Fork contentieux - creation de Bitcoin Cash;maturation;vi;bitcoin;communautes_forums;mineurs;on_chain;innovation_protocolaire;;nd;non;;;scaling;ch.I l.295;"Chapitre I ; III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres… | III.1.2 — Une remise en ordre rapide (CVE 2018) | III.3.4 — « Fork You ?! » : scission surprise fondatrice et ses enseignements";;Phase de maturation / Phase 3 Bitcoin [Concept];;schisme protocolaire et communautaire - jalons fins au ch.II II.3.3 [hors perimetre];318b090059f34be4b52d389f0b38c3a7
E073;catalogue;2017;annee;;acte;Futures Bitcoin (CBOE et CME);maturation;i*;bitcoin;institutions_financieres;;marches_plateformes;financiarisation;;nd;non;;;financiarisation;ch.I l.289;;;;;courant 2017;
G008;graphe;2017;annee;;acte;CVE-2017-9230 (ASICboost);maturation;;;;;;;;nd;oui;31;CVE-2017-9230;;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres…;;;;;6159fc6febc14b1fa512e41f7a6308b6
G105;graphe;2017;annee;;acte;CBOE : marches futurs Bitcoin (2017);maturation;i;;;;;;;nd;non;;;;graphe v97 (Chapitre I);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres… | III.1.1 — Présentation périodisée : une mise en crise longue et silencieuse (CVE 2018) | I.1 Quand Bitcoin définit son monde… : l'aloi politique d'une CM pionnière;;Phase de maturation / Phase 3 Bitcoin [Concept];;Le Chicago Board Option Exchange ouvre des marches a terme sur Bitcoin en 2017. Premiere integration directe dans les derives financiers institutionnels.;82349be91da44883961b469695426d85
G164;graphe;2017;annee;;acte;CME : marchés futurs Bitcoin (2017);maturation;i;;;;;;;nd;non;;;;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres… | III.1.1 — Présentation périodisée : une mise en crise longue et silencieuse (CVE 2018) | I.1 Quand Bitcoin définit son monde… : l'aloi politique d'une CM pionnière;;Phase de maturation / Phase 3 Bitcoin [Concept];;;3097f3ada89146d89f300ae74fb85ada
G157;graphe;2017-01-08;jour;;acte;Coinbase atteint 5 millions utilisateurs (2017);maturation;;;;;;;;nd;non;;;;graphe v97 (chapitre nd);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;Coinbase;I.4 Conclusion du Chapitre I [ThesisSection];;Coinbase annonce avoir dépassé 5 millions d'utilisateurs enregistrés en janvier 2017, signal de la croissance exponentielle de l'adoption grand public des cryptomonnaies aux États-;bcadca2adf144ddbb061b722a8c85a80
G038;graphe;2017-03-12;jour;;acte;BIP-148 — Soft fork: SegWit UASF;maturation;;;;;;;;nd;oui;32;;;graphe v97 (chapitre nd);III.1.2 — Une remise en ordre rapide (CVE 2018) | III.2.3 — Des acteurs au cœur de la gouvernance sur le protocole : gouvernance de huis clos | III.3.3 — Gouvernance ouverte et publique pour des forks controversés;;;;;f979ff6cc3cd4861b1de30ec72463c7c
G136;graphe;2017-05;mois;;acte;New York Agreement : tentative de conciliation Scaling Debate (mai 2017);maturation;;;;;;;;nd;non;;;;graphe v97 (Chapitre II);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs | II.3.3 — Les CM réactivent un débat monétaire ancien : conflit autour de la « bonne » gouvernance;Bitmain;Phase de péché [DevelopmentPhase];;Accord initié par Barry Silbert (DCG, mai 2017) : 58 entreprises dans 22 pays, 83,28% du hashrate, 5,1 milliards USD de volume mensuel. Propose SegWit2X : activation de SegWit + au;f535babd17f4456bae93f6e02cb93337
G158;graphe;2017-07-14;jour;;acte;Lancement Binance (plateforme d'échange mondiale, 2017);maturation;;;;;;;;nd;non;;;;graphe v97 (chapitre nd);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;;I.4 Conclusion du Chapitre I [ThesisSection];;Lancement de Binance par Changpeng Zhao (CZ) le 14 juillet 2017, rapidement devenue la plus grande plateforme d'échange de cryptomonnaies au monde en volume, basée à Malte puis aux;b3e21da76d6548fda0625c0410af758c
G137;graphe;2017-08-01;jour;;acte;Activation de SegWit via UASF (1er août 2017);maturation;vi;;;;;;;nd;non;;;;graphe v97 (Chapitre II);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;Pieter Wuille | Shaolin Fry;Phase de péché [DevelopmentPhase];;Activation de SegWit le 1er août 2017 sans l'augmentation de taille des blocs de SegWit2X, via l'User Activated Soft Fork (UASF). Redistribue le pouvoir de gouvernance aux utilisat;9aac15db0a154d50855a24fca026aab4
G169;graphe;2017-11-06;jour;;acte;Parity Multisig Freeze (novembre 2017);maturation;;;;;;;;nd;oui;;;;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres…;;;;;fc5ad50cc59d417c9afd05b437a42366
G156;graphe;2017-11-11;jour;;acte;Annulation du New York Agreement / SegWit2x (novembre 2017);maturation;;;;;;;;nd;non;;;;graphe v97 (chapitre nd);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;;I.4 Conclusion du Chapitre I [ThesisSection];;Annulation de SegWit2x le 11 novembre 2017 par ses promoteurs (Jeff Garzik, Mike Belshe) après l'opposition massive des utilisateurs et développeurs Bitcoin Core. Fin du compromis ;fb4d19f9cec5420fbadd1b074d7872a4
E074;catalogue;2017-12;mois;;seuil;Cours proche de 20000 dollars (fin 2017);maturation;i*;bitcoin;nd;;marches_plateformes;nd;;valorisation(+);non;;;marches;ch.I l.293;;;;;prix multiplie par 20 sur l'annee;
E075;catalogue;2018;annee;;acte;Implementation du Lightning Network;maturation;vi;bitcoin;core_devs;;depots_de_code;innovation_protocolaire;;nd;non;;;scaling;ch.I l.295;;;;;en rouge (texte) - promesse de resolution non codee en effet;
E076;catalogue;2018;annee;;seuil;Point bas vers 3300 dollars (2018-2019);maturation;i*;bitcoin;nd;;marches_plateformes;nd;;valorisation(-);non;;;marches;ch.I l.293;;;;;;
G009;graphe;2018;annee;;acte;CVE-2018-20587 (Vol, Luke Dashjr);maturation;;;;;;;;nd;oui;36;CVE-2018-20587;;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres…;;;;;c6389ffe8f7a48668883b4845808c388
G010;graphe;2018;annee;;acte;CVE-2018-20586 (Tromperie, injection journal);maturation;;;;;;;;nd;oui;38;CVE-2018-20586;;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres…;;;;;19907a993e6c4b2392f503ec1863df9e
G106;graphe;2018-03;mois;;acte;Lightning Labs (premiere implementation LN, mars 2018);maturation;vi;;;;;;;nd;non;;;;graphe v97 (Chapitre I);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;Jack Dorsey | David Sacks | Vlad Tenev | Joseph Poon;Phase de maturation / Phase 3 Bitcoin [Concept];;Premiere implementation logicielle du LN par Lightning Labs (mars 2018). Fondateurs: Poon, Dryja + investisseurs Dorsey, Sacks, Tenev. 500 BTC dans le reseau fin 2018 (Torpey 2018);2ec8857fa7a24c70804d6a3a3e9d4d55
G039;graphe;2018-06-09;jour;;acte;CVE-2017-12842 — No commitment to block merkle tree depth;maturation;;;;;;;;nd;oui;33;CVE-2017-12842;;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres…;;;;;232fdda1778043d9b168884c0caad3a5
G040;graphe;2018-07-02;jour;;acte;CVE-2016-10724 & CVE-2016-10725 — Alert system — Memory exhaustion & Final alert cancellation;maturation;;;;;;;;nd;oui;34;CVE-2016-10724 & CVE-2016-10725;;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres…;;;;;cfdb999d9b1c4989b7424a931fef16c4
E077;catalogue+graphe;2018-09;mois;;acte;CVE-2018-17144 - divulgation responsable et correctif secret;maturation;vi;bitcoin;core_devs;;depots_de_code;incident;innovation_protocolaire;nd;oui;35;CVE-2018-17144;crises-protocolaires;ch.III l.11 + l.39 + l.476;III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres… | III.1.1 — Présentation périodisée : une mise en crise longue et silencieuse (CVE 2018) | I.1 Quand Bitcoin définit son monde… : l'aloi politique d'une CM pionnière;Core Developers (Bitcoin) | Pieter Wuille | Greg Maxwell;Protocole et couche de base [InfrastructureDomain] | GitHub Bitcoin Core [GovernanceArena];;IRC 18/09 - recensement seul (analyse SASE);db9a125c4c7a4d03bd19d3dc8c474a9e
E078;catalogue;2019;annee;;seuil;Stabilisation vers 8000 dollars (2019-2020);maturation;i*;bitcoin;nd;;marches_plateformes;nd;;nd;non;;;marches;ch.I l.293;;;;;;
G107;graphe;2019;annee;;acte;Wrapped Bitcoin / WBTC (2019);maturation;vii;;;;;;;nd;non;;;;graphe v97 (Chapitre I);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres… | III.1.2 — Une remise en ordre rapide (CVE 2018) | III.3.4 — « Fork You ?! » : scission surprise fondatrice et ses enseignements;;Phase de maturation / Phase 3 Bitcoin [Concept];;Token ERC-20 representant 1 BTC sur Ethereum, emis par BitGo/KyberNetwork. IOU synthetique permettant aux BTC de circuler dans la DeFi (Redman 2019b).;2322a151c17c456484772d74a4cfa78a
G111;graphe;2019;annee;;acte;Braiins / Stratum V2 (protocole communication hashers/pools);maturation;vi;;;;;;;nd;non;;;;graphe v97 (Chapitre I);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;;;;Entreprise liée à Slushpool développant Stratum V2 : amélioration du protocole de communication entre hashers et pools de minage. Objectif : redonner aux hashers la capacité de cho;52825e0addb24136bf45eace9724984b
G139;graphe;2019-01-03;jour;;acte;Proof of Keys Day (3 janvier, annuel depuis 2019);maturation;;;;;;;;nd;non;;;;graphe v97 (Chapitre II);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;;Phase de maturation / Phase 3 Bitcoin [Concept];;Pratique rituelle annuelle des bitcoiners chaque 3 janvier (date d'anniversaire du bloc de genèse Bitcoin). Retrait coordonné des fonds des bourses et passerelles. Objectifs : clam;0eb8e8c40dca46c0b2a860444b29a454
G041;graphe;2019-06-22;jour;;acte;CVE-2017-18350 — Buffer overflow from SOCKS proxy;maturation;;;;;;;;nd;oui;37;CVE-2017-18350;;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres…;;;;;fc33fb06d95b42a09a1e08dae5fe8c87
G170;graphe;2022-09-15;jour;;acte;The Merge (transition Ethereum PoW → PoS, septembre 2022);maturation;;;;;;;;nd;non;;;;graphe v97 (chapitre nd);III.1.2 — Une remise en ordre rapide (CVE 2018) | III.2.1 — De la diversité des crises aux crises protocolaires des CM | III.2.3 — Des acteurs au cœur de la gouvernance sur le protocole : gouvernance de huis clos;;;;;c5b853a4aa0447ed88bc11828a8c805c
G113;graphe;2024;annee;;acte;Figure 5 — Division sociale du travail protocolaire et spécialisation des acteurs;maturation;iii;;;;;;;nd;non;;;;graphe v97 (Chapitre I);III.1.1 — Présentation périodisée : une mise en crise longue et silencieuse (CVE 2018) | III.3.2 — Une remise en ordre complexe, contrainte et controversée | I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;;;;Figure originale de Maël Rolland illustrant la spécialisation des acteurs et des fonctions dans l'écosystème Bitcoin : (0) fonctions portefeuille, (1) diffusion, (2) traitement/min;da2c1b40ca374770836b98990bb6d55a
G005;graphe;;;;acte;Crise BIP-0016 (Attaque P2SH);;;;;;;;;nd;oui;9;;;graphe v97 (chapitre nd);III.1.2 — Une remise en ordre rapide (CVE 2018) | III.2.3 — Des acteurs au cœur de la gouvernance sur le protocole : gouvernance de huis clos | III.3.3 — Gouvernance ouverte et publique pour des forks controversés;;;;;1204a4726caa4f95801cbb04aa5a1d3c
G012;graphe;;;;acte;Séries China BAN (2013-2021);;;;;;;;;nd;oui;;;;graphe v97 (Chapitre I (note 67));III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres…;;;;;86b6f7211dc94792b7efa288317a811e
G046;graphe;;;;acte;Multisig wallet;;iii;;;;;;;nd;non;;;;graphe v97 (Chapitre I, section I.2);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;Bourses d'échange (exchanges);;;Portefeuille multi-signatures nécessitant plusieurs clés pour autoriser une transaction (ex. 2-of-3), améliorant la sécurité des fonds.;4d131ce65c0e4ed4ac4da539f21979a2
G047;graphe;;;;acte;Satoshi Dice;;i;;;;;;;nd;non;;;;graphe v97 (Chapitre I, section I.2);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs | I.4 Conclusion du Chapitre I;Satoshi Nakamoto | Core Developers (Bitcoin);Phase de péché [DevelopmentPhase];;Jeu de hasard Bitcoin basé sur la blockchain, lancé en 2012, représentant à son apogée plus de 50% des transactions Bitcoin.;a972e3e3220d450d9b9fca39df08dc25
G049;graphe;;;;acte;Bitcoin-Qt (client lourd);;vi;;;;;;;nd;non;;;;graphe v97 (Chapitre I, section I.2);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres… | III.1.2 — Une remise en ordre rapide (CVE 2018) | III.3.4 — « Fork You ?! » : scission surprise fondatrice et ses enseignements;;Phase de preuve de concept [DevelopmentPhase];;Client de référence Bitcoin avec interface graphique, renommé Bitcoin Core en 2014, incarnant la continuité du logiciel originel de Satoshi Nakamoto.;4ece5d2077c14b558480a3a80a7a550f
G050;graphe;;;;acte;ASICs (spécialisation du minage);;;;;;;;;nd;non;;;;graphe v97 (Chapitre I, section I.2);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;;Phase de preuve de concept [DevelopmentPhase];;Introduction des ASIC pour le minage Bitcoin en 2013, remplaçant les GPU et concentrant la production de blocs entre quelques fabricants.;a1d764bf362646b7822bf199bf9ca6c6
G051;graphe;;;;acte;Crise chypriote (référence dans la monétisation);;i;;;;;;;nd;non;;;;graphe v97 (Chapitre I, section I.2);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;;;;La crise bancaire chypriote de mars 2013, avec confiscation partielle des dépôts, favorise l'intérêt pour Bitcoin comme valeur refuge décentralisée.;6ce7c70a40f34ef3bf06889bc177511b
G052;graphe;;;;acte;Fermeture de SilkRoad (FBI);;i;;;;;;;nd;non;;;;graphe v97 (Chapitre I, section I.2);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;;;;Fermeture de Silk Road par le FBI le 2 octobre 2013, arrestation de Ross Ulbricht, première confrontation majeure entre Bitcoin et les autorités américaines.;673e389578a2423ea211086b2dfcdb05
G053;graphe;;;;acte;Session Sénat US sur Bitcoin (19 novembre 2013);;v;;;;;;;nd;non;;;;graphe v97 (Chapitre I, section I.2);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres… | III.1.1 — Présentation périodisée : une mise en crise longue et silencieuse (CVE 2018) | I.1 Quand Bitcoin définit son monde… : l'aloi politique d'une CM pionnière;Bitcoin Foundation;Phase de maturation / Phase 3 Bitcoin [Concept];;Auditions du Sénat américain sur Bitcoin le 19 novembre 2013, premier signal d'une possible légitimation réglementaire et contribution à la hausse vers 1000$.;6b451a405b334281ae174f5836b73eb1
G062;graphe;;;;acte;MyBitcoin (custodial wallet);;iii;;;;;;;nd;non;;;;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres… | III.1.1 — Présentation périodisée : une mise en crise longue et silencieuse (CVE 2018) | I.1 Quand Bitcoin définit son monde… : l'aloi politique d'une CM pionnière;MyBitcoin;Phase de preuve de concept [DevelopmentPhase];;Portefeuille custodial en ligne lancé en 2010, disparu en 2011 avec les fonds de ses utilisateurs (78 000 BTC perdus), premier cas majeur de risque de contrepartie.;30ea73371bad42b3b9e4b58649050ac4
G160;graphe;;;;acte;Expansion services monétaires et financiers Bitcoin (2012-2013);;i;;;;;;;nd;non;;;;graphe v97 (Rauchs 2016 p.54-58);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres… | III.1.1 — Présentation périodisée : une mise en crise longue et silencieuse (CVE 2018) | I.1 Quand Bitcoin définit son monde… : l'aloi politique d'une CM pionnière;;Phase de péché [DevelopmentPhase];;;c59f0db4315f46c98458d6893b1d297f
G161;graphe;;;;acte;Innovations de métaprotocole Bitcoin (2012-2014);;vi;;;;;;;nd;non;;;;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres… | III.1.1 — Présentation périodisée : une mise en crise longue et silencieuse (CVE 2018) | I.1 Quand Bitcoin définit son monde… : l'aloi politique d'une CM pionnière;;Phase de péché [DevelopmentPhase];;;0b78cd80142143b8a879845debb6c3c6
G167;graphe;;;;acte;Migration DApps Counterparty vers Ethereum (2014-2015);;;;;;;;;nd;non;;;;graphe v97 (chapitre nd);III.1.2 — Une remise en ordre rapide (CVE 2018) | III.2.1 — De la diversité des crises aux crises protocolaires des CM | III.3.1 — Une mise en crise brutale, publique et tapageuse (The DAO);;;;;c501df1a0cb5496588d3806003d6f6d3
G171;graphe;;;;acte;Crise bancaire et financière de 2008;;;;;;;;;nd;oui;;;;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres…;;;;;bc083765c6c20c4840d5eef4873c9814
G172;graphe;;;;acte;North American Bitcoin Conference (Miami 2014);;;;;;;;;nd;non;;;;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres… | III.1.1 — Présentation périodisée : une mise en crise longue et silencieuse (CVE 2018) | I.1 Quand Bitcoin définit son monde… : l'aloi politique d'une CM pionnière;;;;;344cef0c6643488946ab489f73e2e97f
G173;graphe;;;;acte;Campagne de financement Ethereum (ICO 2014);;;;;;;;;nd;non;;;;graphe v97 (chapitre nd);III.1.2 — Une remise en ordre rapide (CVE 2018) | III.2.1 — De la diversité des crises aux crises protocolaires des CM | III.3.1 — Une mise en crise brutale, publique et tapageuse (The DAO);;;;;647cfd915fa09e9703fa8cbd1e60e819
G174;graphe;;;;acte;Frontier (lancement mainnet Ethereum, juillet 2015);;;;;;;;;nd;non;;;;graphe v97 (chapitre nd);III.1.2 — Une remise en ordre rapide (CVE 2018) | III.2.1 — De la diversité des crises aux crises protocolaires des CM | III.3.1 — Une mise en crise brutale, publique et tapageuse (The DAO);;;;;6cbe860718afbd70507b3dc92aba5973
G175;graphe;;;;acte;Op_Return War;;;;;;;;;nd;oui;;;;graphe v97 (chapitre nd);I.2.2 — Un protocole Bitcoin qui s'adapte : régulations transactionnelles très politiques | III.2.1 — De la diversité des crises aux crises protocolaires des CM;;;;;43188ec45e15dbb64adc77e81b89dacd
